gl_number,model_reaction_id,reaction_name,subsystem,gene_reaction_rule
1002236,r_2915,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002237,r_2916,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002238,r_2917,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002239,r_2918,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002240,r_2919,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002241,r_2920,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002242,r_2921,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002243,r_2922,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002244,r_2923,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002245,r_2924,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002246,r_2925,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002247,r_2926,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002248,r_2927,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002249,r_2928,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002250,r_2929,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002251,r_2930,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002252,r_2931,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002253,r_2932,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002254,r_2933,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002255,r_2934,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002256,r_2935,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002257,r_2936,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002258,r_2937,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002259,r_2938,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002260,r_2939,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002261,r_2940,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002262,r_2941,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002263,r_2942,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002264,r_2943,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002265,r_2944,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002266,r_2945,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002267,r_2946,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002268,r_2947,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002269,r_2948,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002270,r_2949,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002271,r_2950,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002272,r_2951,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002273,r_2952,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002274,r_2953,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002275,r_2954,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002276,r_2955,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002277,r_2956,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002278,r_2957,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002279,r_2958,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002280,r_2959,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002281,r_2960,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002282,r_2961,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002283,r_2962,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002284,r_2963,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002285,r_2964,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002286,r_2965,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002287,r_2966,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002288,r_2967,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002289,r_2968,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002290,r_2969,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002291,r_2970,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002292,r_2971,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002293,r_2972,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002294,r_2973,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002295,r_2974,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002296,r_2975,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002297,r_2976,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002298,r_2977,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002299,r_2978,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002300,r_2979,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002301,r_2980,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002302,r_2981,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002303,r_2982,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002304,r_2983,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002305,r_2984,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002306,r_2985,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002307,r_2986,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002308,r_2987,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002309,r_2988,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002310,r_2989,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002311,r_2990,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002312,r_2991,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002313,r_2992,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002314,r_2993,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002315,r_2994,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002316,r_2995,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002317,r_2996,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002318,r_2997,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002319,r_2998,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002320,r_2999,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002321,r_3000,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002322,r_3001,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002323,r_3002,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002324,r_3003,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002325,r_3004,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002326,r_3005,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002327,r_3006,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002328,r_3007,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002329,r_3008,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002330,r_3009,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002331,r_3010,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002332,r_3011,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",Glycerolipid metabolism,YNR008W
1002333,r_3022,"PC phospholipase B (1-16:0, 2-16:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002334,r_3023,"PC phospholipase B (1-16:1, 2-16:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002335,r_3024,"PC phospholipase B (1-18:0, 2-16:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002336,r_3025,"PC phospholipase B (1-18:1, 2-16:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002337,r_3026,"PC phospholipase B (1-16:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002338,r_3027,"PC phospholipase B (1-16:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002339,r_3028,"PC phospholipase B (1-18:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002340,r_3029,"PC phospholipase B (1-18:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002341,r_3030,"LPC phospholipase B (16:0), ER membrane",Glycerophospholipid metabolism,YML059C
1002342,r_3031,"LPC phospholipase B (16:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002343,r_3032,"LPC phospholipase B (18:0), ER membrane",Glycerophospholipid metabolism,YML059C
1002344,r_3033,"LPC phospholipase B (18:1), ER membrane",Glycerophospholipid metabolism,YML059C
1002345,r_3034,"PC phospholipase B (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002346,r_3035,"PC phospholipase B (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002347,r_3036,"PC phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002348,r_3037,"PC phospholipase B (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002349,r_3038,"PC phospholipase B (1-16:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002350,r_3039,"PC phospholipase B (1-16:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002351,r_3040,"PC phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002352,r_3041,"PC phospholipase B (1-18:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002353,r_3042,"LPC phospholipase B (16:0), cell envelope",Glycerophospholipid metabolism,YMR008C
1002354,r_3043,"LPC phospholipase B (16:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002355,r_3044,"LPC phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,YMR008C
1002356,r_3045,"LPC phospholipase B (18:1), cell envelope",Glycerophospholipid metabolism,YMR008C
1002357,r_3046,"PE phospholipase B (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002358,r_3047,"PE phospholipase B (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002359,r_3048,"PE phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002360,r_3049,"PE phospholipase B (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002361,r_3050,"PE phospholipase B (1-16:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002362,r_3051,"PE phospholipase B (1-16:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002363,r_3052,"PE phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002364,r_3053,"PE phospholipase B (1-18:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002365,r_3054,"LPE phospholipase B (16:0), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002366,r_3055,"LPE phospholipase B (16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002367,r_3056,"LPE phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002368,r_3057,"LPE phospholipase B (18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YMR008C
1002369,r_3058,"PS phospholipase B (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002370,r_3059,"PS phospholipase B (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002371,r_3060,"PS phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002372,r_3061,"PS phospholipase B (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002373,r_3062,"PS phospholipase B (1-16:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002374,r_3063,"PS phospholipase B (1-16:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002375,r_3064,"PS phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002376,r_3065,"PS phospholipase B (1-18:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002377,r_3066,"LPS phospholipase B (16:0), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002378,r_3067,"LPS phospholipase B (16:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002379,r_3068,"LPS phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002380,r_3069,"LPS phospholipase B (18:1), cell envelope",Glycerophospholipid metabolism,YMR006C or YOL011W
1002381,r_3070,"PI phospholipase B (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002382,r_3071,"PI phospholipase B (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002383,r_3072,"PI phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002384,r_3073,"PI phospholipase B (1-18:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002385,r_3074,"PI phospholipase B (1-16:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002386,r_3075,"PI phospholipase B (1-16:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002387,r_3076,"PI phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002388,r_3077,"PI phospholipase B (1-18:1, 2-18:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002389,r_3078,"LPI phospholipase B (16:0), cell envelope",Glycerophospholipid metabolism,YOL011W
1002390,r_3079,"LPI phospholipase B (16:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002391,r_3080,"LPI phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,YOL011W
1002392,r_3081,"LPI phospholipase B (18:1), cell envelope",Glycerophospholipid metabolism,YOL011W
1002393,r_3082,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002394,r_3083,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002395,r_3084,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002396,r_3085,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002397,r_3086,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002398,r_3087,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002399,r_3088,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002400,r_3089,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm",Inositol phosphate metabolism,YPL268W
1002401,r_3090,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus",Inositol phosphate metabolism,YPL268W
1002402,r_3091,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus",Inositol phosphate metabolism,YPL268W
1002403,r_3092,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus",Inositol phosphate metabolism,YPL268W
1002404,r_3093,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus",Inositol phosphate metabolism,YPL268W
1002405,r_3094,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus",Inositol phosphate metabolism,YPL268W
1002406,r_3095,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus",Inositol phosphate metabolism,YPL268W
1002407,r_3096,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus",Inositol phosphate metabolism,YPL268W
1002408,r_3097,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus",Inositol phosphate metabolism,YPL268W
1002409,r_3098,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,YPL206C
1002410,r_3099,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,YPL206C
